Date,Date Processed,Description,Amount,Foreign Spend Amount,Commission,Exchange Rate,Additional Information,Merchant,Address,City / Province,Postal Code,Country,Reference
07 Apr 2025,07 Apr 2025,MEMBERSHIP FEE INSTALLMENT,12.99,,,,,MEMBERSHIP FEE INSTALLMENT,,,,,'10000000011107999876280'
06 Apr 2025,07 Apr 2025,CHAHALO DT 001          TORONTO,6.20,,,,,CHAHALO DT 001          TORONTO,576 YONGE ST,"TORONTO
ON",M4Y 1Z3,CANADA,'AT250970005000010520588'
06 Apr 2025,07 Apr 2025,MACS CONVENIENCE STORE  TORONTO,3.15,,,,,MACS CONVENIENCE STORE  TORONTO,202 FLOOR ST WEST,"TORONTO
ON",M5S 1T8,CANADA,'AT250970005000010529691'
06 Apr 2025,07 Apr 2025,ROYAL ONTARIO MUSEUM    TORONTO,3.00,,,,,ROYAL ONTARIO MUSEUM    TORONTO,100 QUEENS PARK,"TORONTO
ON",M5S 2C6,CANADA,'AT250970005000010566216'
06 Apr 2025,07 Apr 2025,TIM HORTONS #3143       TORONTO,8.90,,,,,TIM HORTONS #3143       TORONTO,148 SIMCOE ST,"TORONTO
ON",M5H 3G4,CANADA,'AT250970005000010556192'
05 Apr 2025,06 Apr 2025,TIM HORTONS #3942       TORONTO,2.72,,,,,TIM HORTONS #3942       TORONTO,"4186 FINCH AVE
EAST","SCARBOROUGH
ON",M1S 4T5,CANADA,'AT250960005000010661835'
04 Apr 2025,05 Apr 2025,HOLY COW STEAK HOUSE 00 TORONTO,24.68,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250950005000010621993'
04 Apr 2025,04 Apr 2025,PAYPAL *URBANCAPERS     4168952378,-322.05,,,,,PAYPAL *URBANCAPERS     4168952378,2211 NORTH FIRST ST,CANADA,A0A 0A0,CANADA,'AT250940006000010567192'
04 Apr 2025,06 Apr 2025,SEASON SIX 001          TORONTO,58.67,,,,,SEASON SIX 001          TORONTO,188 OSSINGTON AVE,"TORONTO
ON",M6J 2Z7,CANADA,'AT250960005000010599757'
04 Apr 2025,06 Apr 2025,TIFF - VARDA            TORONTO,19.49,,,,,TIFF - VARDA            TORONTO,350 KING ST WEST,"TORONTO
ON",M5V 3X5,CANADA,'AT250960005000010625184'
03 Apr 2025,04 Apr 2025,BELL CANADA (OB)        MONTREAL,176.22,,,,,BELL CANADA (OB)        MONTREAL,"600 RUE JEAN TALON
EAST 9057","MONTREAL
QC",H2R 3A8,CANADA,'AT250940006000010528814'
03 Apr 2025,05 Apr 2025,PAYPAL *URBANCAPERS     4168952378,161.03,,,,,PAYPAL *URBANCAPERS     4168952378,2211 NORTH FIRST ST,CANADA,A0A 0A0,CANADA,'AT250950005000010565308'
03 Apr 2025,04 Apr 2025,STEP UP ADELAIDE CORPOR TORONTO,22.25,,,,,STEP UP ADELAIDE CORPOR TORONTO,"SUITE 200
218 ADELAIDE ST WEST","TORONTO
ON",M5H 1W7,CANADA,'AT250940006000010536897'
02 Apr 2025,03 Apr 2025,CAMBRIDGE GROUP OF CL   416-363-9454,264.40,,,,,CAMBRIDGE GROUP OF CL   416-363-9454,"100 RICHMOND ST WEST
SUITE 401","TORONTO
ON",M5H 3K6,CANADA,'AT250930006000010550615'
02 Apr 2025,03 Apr 2025,H&R BLOCK #54215 TORONT TORONTO,363.84,,,,,H&R BLOCK #54215 TORONT TORONTO,"D104 TORONTO EATON CTR
220 YONGE ST","TORONTO
ON",M5B 2H1,CANADA,'AT250930006000010501379'
02 Apr 2025,03 Apr 2025,INTUIT *TURBOTAX        800-446-8848,23.73,,,,,INTUIT *TURBOTAX        800-446-8848,"2200 010423 101 ST
NORTH","EDMONTON
AB",T5H 0E7,CANADA,'AT250930006000010502984'
02 Apr 2025,03 Apr 2025,INTUIT *TURBOTAX        800-446-8848,29.38,,,,,INTUIT *TURBOTAX        800-446-8848,"2200 010423 101 ST
NORTH","EDMONTON
AB",T5H 0E7,CANADA,'AT250930006000010496412'
02 Apr 2025,03 Apr 2025,STARBUCKS COFFEE #805   TORONTO,3.83,,,,,STARBUCKS COFFEE #805   TORONTO,220 YONGE ST,"TORONTO
ON",M5B 2H1,CANADA,'AT250930006000010505602'
02 Apr 2025,03 Apr 2025,SZECHUAN EXPRESS 209157 TORONTO,16.89,,,,,SZECHUAN EXPRESS 209157 TORONTO,260 YONGE ST,"TORONTO
ON",M5B 2L9,CANADA,'AT250930006000010517292'
01 Apr 2025,01 Apr 2025,2403384 ONTARIO LIMITED CALEDON,16.04,,,,,2403384 ONTARIO LIMITED CALEDON,"267 QUEEN ST WEST GROUND
FL","TORONTO
ON",M5V 1Z4,CANADA,'AT250910006000010540968'
01 Apr 2025,02 Apr 2025,AMZN MKTP CA*249X265Y3  WWW.AMAZON.CA,37.28,,,,,AMZN MKTP CA*249X265Y3  WWW.AMAZON.CA,181 BAY ST,"TORONTO
ON",M5J 2T3,CANADA,'AT250920006000010593049'
31 Mar 2025,01 Apr 2025,HOLY COW STEAK HOUSE 00 TORONTO,22.08,,,,,HOLY COW STEAK HOUSE 00 TORONTO,254 QUEEN ST WEST,"TORONTO
ON",M5V 1Z8,CANADA,'AT250910006000010520085'
31 Mar 2025,31 Mar 2025,PAYMENT RECEIVED - THANK YOU,-216.75,,,,,PAYMENT RECEIVED - THANK YOU,,,,,'AT250900007000010030028'
31 Mar 2025,02 Apr 2025,PAYPAL *URBANCAPERS     4168952378,322.05,,,,,PAYPAL *URBANCAPERS     4168952378,2211 NORTH FIRST ST,CANADA,A0A 0A0,CANADA,'AT250920006000010589230'
31 Mar 2025,01 Apr 2025,PETRO-CANADA 00823      TORONTO,73.60,,,,,PETRO-CANADA 00823      TORONTO,55 SPADINA AVE,"TORONTO
ON",M5V 2J2,CANADA,'AT250910006000010501144'
30 Mar 2025,31 Mar 2025,ACE SCHEME BOARD GAMES  MARKHAM,62.15,,,,,ACE SCHEME BOARD GAMES  MARKHAM,684 DENISON ST,"MARKHAM
ON",L3R 1C1,CANADA,'AT250900006000010505669'
